EventId,Date,Time,Period,Actual,Forecast,Previous
MXN::Consumer Confidence::none,2024-04-04,20:00,mar,47.3,,47.0
MXN::Consumer Confidence n.s.a.::none,2024-04-04,20:00,mar,47.4,,47.1
RON::Interest Rate Decision::none,2024-04-04,20:00,,7.00%,,7.00%
CAD::Reserve Assets Total::none,2024-04-04,20:15,mar,118.0B,,116.3B
CAD::Exports::none,2024-04-04,20:30,feb,66.62B,,62.98B
CAD::Imports::none,2024-04-04,20:30,feb,65.23B,,62.37B
CAD::Trade Balance::none,2024-04-04,20:30,feb,1.39B,0.70B,0.61B
USD::Trade Balance::none,2024-04-04,20:30,feb,-68.90B,-66.90B,-67.60B
USD::Continuing Jobless Claims::none,2024-04-04,20:30,,"1,791K",,"1,810K"
USD::Exports::none,2024-04-04,20:30,,263.00B,,257.20B
USD::Imports::none,2024-04-04,20:30,,331.90B,,324.80B
USD::Initial Jobless Claims::none,2024-04-04,20:30,,221K,213K,212K
USD::Jobless Claims 4-Week Avg.::none,2024-04-04,20:30,,214.25K,,211.50K
RUB::Central Bank reserves (USD)::none,2024-04-04,21:00,,589.4B,,590.1B
PLN::Interest Rate Decision::none,2024-04-04,21:30,apr,5.75%,5.75%,5.75%
MXN::Monetary Policy Meeting Minutes::none,2024-04-04,22:00,,,,
USD::Natural Gas Storage::none,2024-04-04,22:30,,-37B,-42B,-36B
COP::Exports::y/y,2024-04-04,23:00,feb,-10.10%,,1.30%
EUR::Irish Exchequer Returns::none,2024-04-04,23:30,mar,0.300B,,-0.100B
USD::4-Week Bill Auction::none,2024-04-04,23:30,,5.265%,,5.285%
USD::8-Week Bill Auction::none,2024-04-04,23:30,,5.260%,,5.275%
NA::China - Ching Ming Festival::none,2024-04-05,All Day,,,,
NA::Pakistan - Juma Tul Vida::none,2024-04-05,All Day,,,,
NA::Saudi Arabia - Eid al-Fitr::none,2024-04-05,All Day,,,,
NA::Taiwan - Tomb Sweeping Day::none,2024-04-05,All Day,,,,
USD::FOMC Member Barkin Speaks::none,2024-04-05,00:15,,,,
USD::Atlanta Fed GDPNow::none,2024-04-05,00:30,q1,2.5%,2.8%,2.8%
USD::Fed Goolsbee Speaks::none,2024-04-05,00:45,,,,
BRL::Foreign Exchange Flows::none,2024-04-05,01:30,,1.752B,,2.292B
BRL::Trade Balance::none,2024-04-05,02:00,mar,7.48B,6.90B,5.31B
USD::FOMC Member Mester Speaks::none,2024-04-05,02:00,,,,
USD::Fed's Balance Sheet::none,2024-04-05,04:30,,"7,440B",,"7,485B"
USD::Reserve Balances with Federal Reserve Banks::none,2024-04-05,04:30,,3.541T,,3.472T
KRW::Current Account::none,2024-04-05,07:00,feb,6.86B,,3.05B
JPY::Household Spending::m/m,2024-04-05,07:30,feb,1.4%,0.5%,-2.1%
JPY::Household Spending::y/y,2024-04-05,07:30,feb,-0.5%,-2.8%,-6.3%
JPY::Foreign Reserves (USD)::none,2024-04-05,07:50,mar,"1,290.6B",,"1,281.5B"
AUD::Exports::m/m,2024-04-05,08:30,,-2.2%,,1.5%
AUD::Imports::m/m,2024-04-05,08:30,,4.8%,,1.4%
AUD::Retail Sales::m/m,2024-04-05,08:30,,0.3%,0.3%,1.1%
AUD::Trade Balance::none,2024-04-05,08:30,,7.280B,10.500B,10.058B
PHP::CPI::m/m,2024-04-05,09:00,mar,0.1%,0.3%,0.6%
PHP::CPI::y/y,2024-04-05,09:00,mar,3.7%,3.8%,3.4%
PHP::Core CPI::y/y,2024-04-05,09:00,mar,3.4%,3.5%,3.6%
IDR::FX Reserves (USD)::none,2024-04-05,11:00,mar,140.40B,,144.00B
THB::CPI::y/y,2024-04-05,11:30,mar,-0.47%,-0.40%,-0.77%
THB::Core CPI::y/y,2024-04-05,11:30,mar,0.37%,0.40%,0.43%
INR::Cash Reserve Ratio::none,2024-04-05,12:30,,4.50%,4.50%,4.50%
INR::Interest Rate Decision::none,2024-04-05,12:30,,6.50%,6.50%,6.50%
INR::Reverse REPO Rate::none,2024-04-05,12:30,,3.35%,,3.35%
JPY::Coincident Indicator::m/m,2024-04-05,13:00,feb,-1.2%,,-3.8%
JPY::Leading Index::m/m,2024-04-05,13:00,feb,2.3%,,-0.4%
SGD::Retail Sales::m/m,2024-04-05,13:00,feb,3.0%,,-0.5%
SGD::Retail Sales::y/y,2024-04-05,13:00,feb,8.4%,,1.6%
EUR::Estonian CPI::m/m,2024-04-05,13:00,mar,0.40%,,0.00%
EUR::Estonian CPI::y/y,2024-04-05,13:00,mar,3.90%,,4.20%
JPY::Leading Index::none,2024-04-05,13:00,,111.8,111.6,109.5
EUR::German Factory Orders::m/m,2024-04-05,14:00,feb,0.2%,0.6%,-11.4%
EUR::German Import Price Index::m/m,2024-04-05,14:00,feb,-0.2%,-0.1%,0.0%
EUR::German Import Price Index::y/y,2024-04-05,14:00,feb,-4.9%,-4.6%,-5.9%
GBP::Halifax House Price Index::m/m,2024-04-05,14:00,mar,-1.0%,0.3%,0.3%
GBP::Halifax House Price Index::y/y,2024-04-05,14:00,mar,0.3%,1.5%,1.6%
HUF::Industrial Output::y/y,2024-04-05,14:30,feb,1.8%,,-3.6%
HUF::Retail Sales::y/y,2024-04-05,14:30,feb,1.1%,,0.6%
EUR::French Industrial Production::m/m,2024-04-05,14:45,feb,0.2%,0.5%,-0.9%
EUR::Austrian Trade Balance::none,2024-04-05,15:00,jan,724.4M,,365.1M
CZK::Retail Sales::y/y,2024-04-05,15:00,feb,6.1%,,3.3%
CZK::Retailles WDA::y/y,2024-04-05,15:00,feb,1.60%,2.30%,3.20%
EUR::Spanish Industrial Production::y/y,2024-04-05,15:00,feb,1.5%,-0.5%,0.3%
EUR::Austrian Wholesale Prices n.s.a::m/m,2024-04-05,15:00,mar,-0.7%,,1.2%
EUR::Austrian Wholesale Prices n.s.a::y/y,2024-04-05,15:00,mar,-2.0%,,-2.1%
CHF::Foreign Reserves (USD)::none,2024-04-05,15:00,mar,715.1B,,677.8B
MYR::FX Reserves USD::none,2024-04-05,15:00,,113.8B,,113.4B
CHF::SECO Consumer Climate::none,2024-04-05,15:00,,-38,-41,-42
THB::Currency Swaps (USD)::none,2024-04-05,15:30,,29.6B,,29.4B
THB::Foreign Reserves (USD)::none,2024-04-05,15:30,,223.4B,,223.6B
GBP::Housing Equity Withdrawal::q/q,2024-04-05,16:30,,-25.1B,,-21.8B
EUR::Retail Sales::m/m,2024-04-05,17:00,feb,-0.5%,-0.3%,0.0%
EUR::Retail Sales::y/y,2024-04-05,17:00,feb,-0.7%,-1.3%,-0.9%
UAH::Foreign Reserves (USD)::none,2024-04-05,17:00,mar,43.80B,,37.10B
EUR::Italian Public Deficit::none,2024-04-05,17:00,q4,5.5%,,6.1%
MUR::CPI::y/y,2024-04-05,18:20,mar,4.90%,,6.20%
CAD::Leading Index::m/m,2024-04-05,19:00,feb,0.32%,,0.21%
BRL::IGP-DI Inflation Index::m/m,2024-04-05,19:00,mar,-0.30%,,-0.41%
BRL::Budget Balance::none,2024-04-05,19:30,feb,-113.858B,-104.000B,22.232B
BRL::Budget Surplus::none,2024-04-05,19:30,feb,-48.692B,,102.146B
BRL::Gross Debt-to-GDP ratio::m/m,2024-04-05,19:30,feb,75.5%,75.5%,75.0%
BRL::Net Debt-to-GDP ratio::none,2024-04-05,19:30,feb,60.9%,,60.0%
INR::Bank Loan Growth::none,2024-04-05,19:30,,20.2%,,20.4%
INR::Deposit Growth::none,2024-04-05,19:30,,13.5%,,13.7%
"INR::FX Reserves, USD::none",2024-04-05,19:30,,645.58B,,642.63B
PLN::FX Reserves (EUR)::none,2024-04-05,20:00,mar,187.75B,,173.23B
USD::Average Hourly Earnings::m/m,2024-04-05,20:30,mar,0.3%,0.3%,0.2%
USD::Average Hourly Earnings::y/y,2024-04-05,20:30,mar,4.1%,4.1%,4.3%
USD::Average Weekly Hours::none,2024-04-05,20:30,mar,34.4,34.3,34.3
CAD::Avg hourly wages Permanent employee::none,2024-04-05,20:30,mar,5.0%,,4.9%
CAD::Employment Change::none,2024-04-05,20:30,mar,-2.2K,25.9K,40.7K
CAD::Full Employment Change::none,2024-04-05,20:30,mar,-0.7K,,70.6K
USD::Government Payrolls::none,2024-04-05,20:30,mar,71.0K,,63.0K
USD::Manufacturing Payrolls::none,2024-04-05,20:30,mar,0K,5K,-10K
USD::Nonfarm Payrolls::none,2024-04-05,20:30,mar,303K,212K,236K
CAD::Part Time Employment Change::none,2024-04-05,20:30,mar,-1.6K,,-29.9K
CAD::Participation Rate::none,2024-04-05,20:30,mar,65.3%,,65.3%
USD::Participation Rate::none,2024-04-05,20:30,mar,62.7%,62.6%,62.5%
USD::Private Nonfarm Payrolls::none,2024-04-05,20:30,mar,232K,160K,207K
USD::U6 Unemployment Rate::none,2024-04-05,20:30,mar,7.3%,,7.3%
CAD::Unemployment Rate::none,2024-04-05,20:30,mar,6.1%,5.9%,5.8%
USD::Unemployment Rate::none,2024-04-05,20:30,mar,3.8%,3.9%,3.9%
USD::Fed Collins Speaks::none,2024-04-05,20:30,,,,
USD::FOMC Member Barkin Speaks::none,2024-04-05,21:15,,,,
CAD::Ivey PMI::none,2024-04-05,22:00,mar,57.5,54.2,53.9
CAD::Ivey PMI n.s.a::none,2024-04-05,22:00,mar,63.0,,56.3
TRY::Treasury Cash Balance::none,2024-04-05,22:30,mar,-166.780B,,-202.010B
RUB::GDP Quarterly::y/y,2024-04-06,00:00,q4,4.9%,5.5%,5.7%
NA::Saudi Arabia - Eid al-Fitr::none,2024-04-06,All Day,,,,
USD::FOMC Member Bowman Speaks::none,2024-04-06,00:15,,,,
USD::U.S. Baker Hughes Oil Rig Count::none,2024-04-06,01:00,,508,,506
USD::U.S. Baker Hughes Total Rig Count::none,2024-04-06,01:00,,620,,621
USD::Consumer Credit::none,2024-04-06,03:00,feb,14.12B,16.20B,17.68B
AUD::CFTC AUD speculative net positions::none,2024-04-06,03:30,,-102.7K,,-105.5K
USD::CFTC Aluminium speculative net positions::none,2024-04-06,03:30,,2.6K,,3.3K
BRL::CFTC BRL speculative net positions::none,2024-04-06,03:30,,-3.3K,,8.7K
CAD::CFTC CAD speculative net positions::none,2024-04-06,03:30,,-51.2K,,-50.3K
CHF::CFTC CHF speculative net positions::none,2024-04-06,03:30,,-22.4K,,-22.0K
USD::CFTC Copper speculative net positions::none,2024-04-06,03:30,,20.3K,,23.1K
USD::CFTC Corn speculative net positions::none,2024-04-06,03:30,,-181.3K,,-178.0K
USD::CFTC Crude Oil speculative net positions::none,2024-04-06,03:30,,300.9K,,278.0K
EUR::CFTC EUR speculative net positions::none,2024-04-06,03:30,,16.8K,,31.2K
GBP::CFTC GBP speculative net positions::none,2024-04-06,03:30,,43.4K,,35.2K
USD::CFTC Gold speculative net positions::none,2024-04-06,03:30,,207.2K,,199.3K
JPY::CFTC JPY speculative net positions::none,2024-04-06,03:30,,-143.2K,,-129.1K
MXN::CFTC MXN speculative net positions::none,2024-04-06,03:30,,133.7K,,132.1K
NZD::CFTC NZD speculative net positions::none,2024-04-06,03:30,,-7.5K,,-6.0K
USD::CFTC Nasdaq 100 speculative net positions::none,2024-04-06,03:30,,-5.2K,,-7.1K
USD::CFTC Natural Gas speculative net positions::none,2024-04-06,03:30,,-118.7K,,-117.3K
USD::CFTC S&P 500 speculative net positions::none,2024-04-06,03:30,,-78.1K,,-169.4K
USD::CFTC Silver speculative net positions::none,2024-04-06,03:30,,53.1K,,50.8K
USD::CFTC Soybeans speculative net positions::none,2024-04-06,03:30,,-158.0K,,-153.7K
USD::CFTC Wheat speculative net positions::none,2024-04-06,03:30,,-60.3K,,-61.7K
COP::CPI::m/m,2024-04-06,06:00,mar,0.70%,0.67%,1.09%
COP::CPI::y/y,2024-04-06,06:00,mar,7.36%,7.34%,7.74%
PHP::FX Reserves USD::none,2024-04-06,11:40,mar,104.00B,,102.70B
NA::Saudi Arabia - Eid al-Fitr::none,2024-04-07,All Day,,,,
IDR::Motorbike Sales::y/y,2024-04-07,15:30,,-7.80%,,-2.90%
CNY::FX Reserves (USD)::none,2024-04-07,16:00,mar,3.246T,3.210T,3.226T
ILS::FX Reserve - USD::none,2024-04-07,18:00,mar,213.768B,,206.821B
NA::Indonesia - Eid al-Fitr::none,2024-04-08,All Day,,,,
NA::Saudi Arabia - Eid al-Fitr::none,2024-04-08,All Day,,,,
NA::Thailand - Chakri Day::none,2024-04-08,All Day,,,,
NA::United Arab Emirates - Ramadan Holiday::none,2024-04-08,All Day,,,,
JPY::Overall wage income of employees::none,2024-04-08,07:30,feb,1.8%,1.8%,2.0%
JPY::Overtime Pay::y/y,2024-04-08,07:30,feb,-1.00%,,0.40%
JPY::Adjusted Current Account::none,2024-04-08,07:50,feb,1.37T,1.99T,2.75T
JPY::Current Account n.s.a.::none,2024-04-08,07:50,feb,2.644T,3.112T,0.438T
AUD::Home Loans::m/m,2024-04-08,09:30,,1.6%,2.3%,-0.9%
AUD::Invest Housing Finance::m/m,2024-04-08,09:30,,1.2%,,-0.8%
MYR::Industrial Production::y/y,2024-04-08,12:00,feb,3.1%,1.5%,4.3%
MYR::Unemployment Rate::none,2024-04-08,12:00,,3.3%,,3.3%
EUR::Estonian Industrial Production::m/m,2024-04-08,13:00,feb,1.00%,,-5.40%
EUR::Estonian Industrial Production::y/y,2024-04-08,13:00,feb,-5.80%,,-7.30%
JPY::Economy Watchers Current Index::none,2024-04-08,13:00,mar,49.8,51.6,51.3
CHF::Unemployment Rate n.s.a.::none,2024-04-08,13:45,mar,2.4%,,2.4%
CHF::Unemployment Rate s.a.::none,2024-04-08,13:45,mar,2.3%,2.2%,2.2%
EUR::Finnish Trade Balance::none,2024-04-08,14:00,feb,-0.72B,,-0.14B
EUR::German Exports::m/m,2024-04-08,14:00,feb,-2.0%,-0.5%,6.3%
EUR::German Imports::m/m,2024-04-08,14:00,feb,3.2%,-1.0%,3.3%
EUR::German Industrial Production::m/m,2024-04-08,14:00,feb,2.1%,0.6%,1.3%
EUR::German Industrial Production::y/y,2024-04-08,14:00,feb,-4.76%,,-5.05%
EUR::German Trade Balance::none,2024-04-08,14:00,feb,21.4B,25.1B,21.4B
DKK::Industrial Production::m/m,2024-04-08,14:00,feb,1.6%,,-3.1%
NOK::Manufacturing Production::m/m,2024-04-08,14:00,feb,-1.1%,,0.0%
ZAR::Foreign Reserves (USD)::none,2024-04-08,14:00,mar,62.32B,,61.65B
ZAR::Net FX Reserves (USD)::none,2024-04-08,14:00,mar,57.513B,,56.652B
EGP::CPI::y/y,2024-04-08,14:30,mar,33.30%,36.30%,35.70%
EUR::French Reserve Assets Total::none,2024-04-08,14:45,mar,"238,902.0M",,"225,601.0M"
TRY::Industrial Production::m/m,2024-04-08,15:00,feb,2.40%,,-16.90%
CZK::Industrial Production::y/y,2024-04-08,15:00,feb,0.7%,-0.3%,-0.4%
TRY::Industrial Production::y/y,2024-04-08,15:00,feb,11.5%,,1.3%
CZK::Trade Balance NRA::none,2024-04-08,15:00,feb,34.6B,8.9B,3.7B
CZK::Construction Output::y/y,2024-04-08,15:00,,3.6%,,-5.9%
PHP::Interest Rate Decision::none,2024-04-08,15:00,,6.50%,6.50%,6.50%
EUR::Sentix Investor Confidence::none,2024-04-08,16:30,apr,-5.9,-8.3,-10.5
SGD::Foreign Reserves USD::m/m,2024-04-08,17:00,,368.5B,,357.3B
GBP::Mortgage Rate (GBP)::none,2024-04-08,17:20,mar,7.92%,,7.92%
ILS::Budget Balance::none,2024-04-08,18:00,mar,"-15,000M",,"-13,400M"
UGX::Interest Rate Decision::none,2024-04-08,18:20,,10.25%,,10.00%
BRL::BCB Focus Market Readout::none,2024-04-08,19:25,,,,
CLP::CPI::m/m,2024-04-08,20:00,mar,0.4%,0.6%,0.6%
EGP::Current Account (USD)::none,2024-04-08,20:00,q4,"-6,825M",,"-2,800M"
CLP::Core CPI::m/m,2024-04-08,20:00,,0.5%,,0.6%
CLP::Copper Exports (USD)::none,2024-04-08,20:30,mar,"4,087M",,"3,466M"
CLP::Trade Balance::none,2024-04-08,20:30,mar,1.77B,,1.52B
CLP::Exports (USD)::none,2024-04-08,20:30,,"7,952M",,"7,554M"
CLP::Imports (USD)::none,2024-04-08,20:30,,"6,182M",,"6,030M"
BRL::Auto Production::m/m,2024-04-08,21:00,mar,3.2%,,24.3%
BRL::Auto Sales::m/m,2024-04-08,21:00,mar,13.6%,,2.2%
ILS::Interest Rate Decision::none,2024-04-08,21:00,apr,4.50%,4.38%,4.50%
EUR::French 12-Month BTF Auction::none,2024-04-08,21:00,,3.461%,,3.413%
EUR::French 3-Month BTF Auction::none,2024-04-08,21:00,,3.827%,,3.815%
EUR::French 6-Month BTF Auction::none,2024-04-08,21:00,,3.697%,,3.722%
EGP::Core CPI::y/y,2024-04-08,21:30,mar,33.70%,,35.10%
USD::CB Employment Trends Index::none,2024-04-08,22:00,mar,112.84,,111.85
USD::NY Fed 1-Year Consumer Inflation Expectations::none,2024-04-08,23:00,,3.0%,,3.0%
CHF::SNB Chairman Thomas Jordan speaks::none,2024-04-08,23:15,,,,
USD::3-Month Bill Auction::none,2024-04-08,23:30,,5.225%,,5.230%
USD::6-Month Bill Auction::none,2024-04-08,23:30,,5.120%,,5.125%
GBP::BoE Breeden Speaks::none,2024-04-08,23:30,,,,
NA::Bangladesh - Eid al-Fitr::none,2024-04-09,All Day,,,,
NA::Egypt - Eid al-Fitr::none,2024-04-09,All Day,,,,
NA::Indonesia - Eid al-Fitr::none,2024-04-09,All Day,,,,
NA::Malaysia - Eid al-Fitr - Early close at 12:30::none,2024-04-09,,,,,
NA::Mauritius - Chandramana Ugadi/Gudi Padwa::none,2024-04-09,All Day,,,,
NA::Oman - Eid al-Fitr::none,2024-04-09,All Day,,,,
NA::Palestinian Territory - Eid al-Fitr::none,2024-04-09,All Day,,,,
NA::Philippines - Araw ng Kagitingan::none,2024-04-09,All Day,,,,
NA::Qatar - Eid al-Fitr::none,2024-04-09,All Day,,,,
NA::Saudi Arabia - Eid al-Fitr::none,2024-04-09,All Day,,,,
NA::Tunisia - Ramadan Holiday::none,2024-04-09,All Day,,,,
NA::Türkiye - Ramadan Holiday - Early close at 12:30::none,2024-04-09,,,,,
NA::United Arab Emirates - Eid al-Fitr::none,2024-04-09,All Day,,,,
USD::Fed Goolsbee Speaks::none,2024-04-09,01:00,,,,
NZD::NZIER Business Confidence::none,2024-04-09,06:00,q1,-25%,,-2%
NZD::NZIER QSBO Capacity Utilization::none,2024-04-09,06:00,q1,90.2%,,91.4%
GBP::BRC Retail Sales Monitor::y/y,2024-04-09,07:00,mar,3.2%,1.8%,1.0%
USD::FOMC Member Kashkari Speaks::none,2024-04-09,07:00,,,,
AUD::Westpac Consumer Sentiment::none,2024-04-09,08:30,apr,-2.4%,,-1.8%
AUD::NAB Business Confidence::none,2024-04-09,09:30,mar,1,,0
AUD::NAB Business Survey::none,2024-04-09,09:30,mar,9,,10
BHD::GDP::q/q,2024-04-09,11:00,,4.60%,,-2.43%
BHD::GDP::y/y,2024-04-09,11:00,,3.50%,,2.45%
JPY::5-Year JGB Auction::none,2024-04-09,11:35,,0.404%,,0.372%
EUR::Dutch Consumer Spending::none,2024-04-09,12:30,feb,-0.3%,,0.5%
EUR::CPI::m/m,2024-04-09,12:30,mar,0.50%,,0.70%
EUR::Dutch CPI::y/y,2024-04-09,12:30,mar,3.1%,3.1%,2.8%
EUR::Estonian Trade Balance::none,2024-04-09,13:00,feb,-201.8M,,-209.1M
JPY::Household Confidence::none,2024-04-09,13:00,mar,39.5,39.6,39.0
DKK::Current Account::none,2024-04-09,14:00,feb,29.700B,,25.300B
EUR::Lithuania Trade Balance::none,2024-04-09,14:00,feb,-0.21B,,-0.27B
DKK::Trade Balance::none,2024-04-09,14:00,feb,26.3B,,21.6B
RON::Trade Balance (EUR)::none,2024-04-09,14:00,feb,-2.174M,,-1.968M
EUR::Lithuania CPI::m/m,2024-04-09,14:00,mar,-0.2%,,0.7%
EUR::Lithuania CPI::y/y,2024-04-09,14:00,mar,0.0%,,0.7%
RON::GDP::y/y,2024-04-09,14:00,q4,3.0%,,3.0%
JPY::Machine Tool Orders::y/y,2024-04-09,14:00,,-8.5%,,-8.0%
EUR::French Current Account::none,2024-04-09,14:45,feb,0.90B,,-0.50B
EUR::French Exports::none,2024-04-09,14:45,feb,51.1B,,48.8B
EUR::French Imports::none,2024-04-09,14:45,feb,56.3B,,56.0B
EUR::French Trade Balance::none,2024-04-09,14:45,feb,-5.2B,-7.0B,-7.2B
EUR::Slovak Trade Balance::none,2024-04-09,15:00,feb,649.4M,445.0M,544.6M
CZK::Unemployment Rate::none,2024-04-09,15:00,mar,3.9%,3.8%,4.0%
TWD::CPI::m/m,2024-04-09,16:00,mar,0.26%,,0.15%
TWD::CPI::y/y,2024-04-09,16:00,mar,2.14%,2.51%,3.08%
TWD::CPI NSA::m/m,2024-04-09,16:00,mar,-0.66%,,0.63%
CZK::FX Reserves (EUR)::none,2024-04-09,16:00,mar,136.920B,,134.930B
CZK::FX Reserves (USD)::none,2024-04-09,16:00,mar,148.0B,,146.1B
TWD::Wholesale Prices::m/m,2024-04-09,16:00,mar,0.34%,,0.32%
EUR::ECB Bank Lending Survey::none,2024-04-09,16:00,,,,
NAD::CPI::m/m,2024-04-09,16:10,mar,0.00%,,0.00%
NAD::CPI::y/y,2024-04-09,16:10,mar,4.50%,,5.00%
HKD::Foreign Reserves (USD)::none,2024-04-09,16:30,mar,423.60B,,425.20B
EUR::Spanish 12-Month Letras Auction::none,2024-04-09,16:40,,3.423%,,3.508%
EUR::Spanish 6-Month Letras Auction::none,2024-04-09,16:40,,3.621%,,3.702%
HUF::Budget Balance::none,2024-04-09,17:00,,-617.0B,,"-1,758.0B"
GBP::20-Year Treasury Gilt Auction::none,2024-04-09,17:10,,4.495%,,4.467%
EUR::German 5-Year Bobl Auction::none,2024-04-09,17:30,,2.410%,,2.400%
EUR::Portuguese Trade Balance::none,2024-04-09,18:00,feb,-6.41B,,-5.96B
EUR::Latvian CPI::m/m,2024-04-09,18:00,mar,1.20%,,0.10%
EUR::Latvian CPI::y/y,2024-04-09,18:00,mar,0.90%,,0.40%
USD::NFIB Small Business Optimism::none,2024-04-09,18:00,mar,88.5,88.8,89.4
MXN::CPI::m/m,2024-04-09,20:00,mar,0.29%,0.36%,0.09%
MXN::CPI::y/y,2024-04-09,20:00,mar,4.42%,4.50%,4.40%
MXN::Core CPI::m/m,2024-04-09,20:00,mar,0.44%,0.51%,0.49%
MXN::Month Core Inflation::m/m,2024-04-09,20:00,mar,4.55%,4.62%,4.64%
MXN::PPI::m/m,2024-04-09,20:00,mar,0.80%,,0.40%
MXN::PPI::y/y,2024-04-09,20:00,mar,2.00%,,1.40%
UAH::CPI::y/y,2024-04-09,20:30,nov,3.2%,,5.3%
UAH::CPI::m/m,2024-04-09,20:30,mar,0.5%,,0.3%
USD::Redbook::y/y,2024-04-09,20:55,,5.4%,,5.2%
USD::IBD/TIPP Economic Optimism::none,2024-04-09,22:00,,43.2,44.2,43.5
NA::Bahrain - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Bangladesh - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Bosnia-Herzegovina - Market Holiday::none,2024-04-10,All Day,,,,
USD::EIA Short-Term Energy Outlook::none,2024-04-10,00:00,,,,
NA::Egypt - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Indonesia - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Jordan - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Kuwait - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Lebanon - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Malaysia - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Mauritius - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Morocco - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Nigeria - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Oman - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Pakistan - Id-Ul-Fitr (Ramadan Eid)::none,2024-04-10,All Day,,,,
NA::Palestinian Territory - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Philippines - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Qatar - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Rwanda - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Saudi Arabia - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Singapore - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::South Korea - Election Day::none,2024-04-10,All Day,,,,
NA::Sri Lanka - Tamil New Year::none,2024-04-10,All Day,,,,
NA::Tanzania - Eid al-Fitr::none,2024-04-10,All Day,,,,
NA::Tunisia - Ramadan Holiday::none,2024-04-10,All Day,,,,
NA::Türkiye - Ramadan Holiday::none,2024-04-10,All Day,,,,
NA::United Arab Emirates - Eid al-Fitr::none,2024-04-10,All Day,,,,
CHF::SNB Vice Chairman Schlegel Speaks::none,2024-04-10,00:30,,,,
USD::3-Year Note Auction::none,2024-04-10,01:00,,4.548%,,4.256%
ARS::Industrial Production::y/y,2024-04-10,03:00,feb,-9.9%,-13.0%,-12.2%
USD::API Weekly Crude Oil Stock::none,2024-04-10,04:30,,3.034M,2.415M,-2.286M
JPY::Bank Lending::y/y,2024-04-10,07:50,mar,3.2%,3.1%,3.0%
JPY::PPI::m/m,2024-04-10,07:50,mar,0.2%,0.3%,0.2%
JPY::PPI::y/y,2024-04-10,07:50,mar,0.8%,0.8%,0.7%
NZD::RBNZ Interest Rate Decision::none,2024-04-10,10:00,,5.50%,5.50%,5.50%
NZD::RBNZ Rate Statement::none,2024-04-10,10:00,,,,
THB::Consumer Confidence::none,2024-04-10,12:15,mar,63.0,,63.8
EUR::Dutch Manufacturing Production::m/m,2024-04-10,12:30,feb,1.4%,,-4.4%
EUR::Finnish Industry Output::y/y,2024-04-10,13:00,feb,1.3%,,-0.8%
SEK::GDP::m/m,2024-04-10,14:00,feb,0.1%,,1.1%
SEK::Household Confidence::m/m,2024-04-10,14:00,feb,-0.50%,,-0.50%
SEK::Household Confidence::y/y,2024-04-10,14:00,feb,-0.30%,,-0.10%
SEK::Industrial New Orders::y/y,2024-04-10,14:00,feb,-3.5%,,-5.9%
SEK::Industrial Production::m/m,2024-04-10,14:00,feb,-1.4%,,2.6%
SEK::Industrial Production::y/y,2024-04-10,14:00,feb,-1.5%,,0.9%
DKK::CPI::m/m,2024-04-10,14:00,mar,0.00%,,0.50%
NOK::CPI::m/m,2024-04-10,14:00,mar,0.2%,0.5%,0.2%
DKK::CPI::y/y,2024-04-10,14:00,mar,0.9%,,0.8%
NOK::CPI::y/y,2024-04-10,14:00,mar,3.9%,4.2%,4.5%
NOK::Core CPI YTD::none,2024-04-10,14:00,mar,4.5%,4.7%,4.9%
NOK::Core Inflation::m/m,2024-04-10,14:00,mar,0.2%,0.4%,0.4%
DKK::HICP::y/y,2024-04-10,14:00,mar,0.80%,,0.60%
EUR::Lithuania PPI::m/m,2024-04-10,14:00,mar,-0.60%,,-0.60%
EUR::Lithuania PPI::y/y,2024-04-10,14:00,mar,-3.40%,,-4.80%
NOK::PPI::y/y,2024-04-10,14:00,mar,-6.9%,,-12.6%
JPY::BOJ Gov Ueda Speaks::none,2024-04-10,14:00,,,,
EUR::Austrian Industrial Production::y/y,2024-04-10,15:00,feb,-5.1%,,-2.7%
EUR::Slovak Industrial Production::y/y,2024-04-10,15:00,feb,0.0%,0.9%,3.5%
CZK::CPI::m/m,2024-04-10,15:00,mar,0.1%,0.1%,0.3%
CZK::CPI::y/y,2024-04-10,15:00,mar,2.0%,1.9%,2.0%
