EventId,Date,Time,Actual,Forecast,Previous
EUR::french government budget balance::none,2008-04-04,14:45,-22.7B,0.0B,-6.6B
EUR::german factory orders::m/m,2008-04-04,18:00,-0.5%,0.8%,-1.5%
CAD::employment change::none,2008-04-04,19:00,14.6K,15.0K,43.3K
CAD::unemployment rate::none,2008-04-04,19:00,6.0%,5.8%,5.8%
USD::average hourly earnings::m/m,2008-04-04,20:30,0.3%,0.3%,0.3%
USD::nonfarm payrolls::none,2008-04-04,20:30,-80K,-50K,-63K
CAD::ivey pmi::none,2008-04-04,22:00,59.0,62.5,62.0
USD::u.s. baker hughes oil rig count::none,2008-04-05,01:00,362,,350
USD::fed governor kroszner speaks::none,2008-04-05,02:45,,,
AUD::cftc aud speculative net positions::none,2008-04-05,03:30,37.0K,,35.6K
CAD::cftc cad speculative net positions::none,2008-04-05,03:30,0.7K,,2.2K
CHF::cftc chf speculative net positions::none,2008-04-05,03:30,8.9K,,10.8K
EUR::cftc eur speculative net positions::none,2008-04-05,03:30,29.1K,,42.8K
GBP::cftc gbp speculative net positions::none,2008-04-05,03:30,-2.8K,,19.7K
JPY::cftc jpy speculative net positions::none,2008-04-05,03:30,52.3K,,65.9K
MXN::cftc mxn speculative net positions::none,2008-04-05,03:30,120.9K,,103.9K
NZD::cftc nzd speculative net positions::none,2008-04-05,03:30,7.5K,,9.5K
USD::cftc silver speculative net positions::none,2008-04-05,03:30,41.3K,,40.0K
USD::cftc gold speculative net positions::none,2008-04-05,03:30,161.3K,,175.7K
USD::cftc crude oil speculative net positions::none,2008-04-05,04:30,37.7k,,45.0k
AUD::aig construction index::none,2008-04-07,07:30,48.4,0.0,53.9
AUD::building approvals::m/m,2008-04-07,09:30,0.1%,0.0%,1.9%
AUD::trade balance::none,2008-04-07,09:30,-3.30B,-2.50B,-2.70B
JPY::leading index::none,2008-04-07,13:00,50.0,50.0,36.4
CHF::unemployment rate s.a.::none,2008-04-07,13:45,2.6%,2.5%,2.5%
EUR::french trade balance::none,2008-04-07,14:45,-2.8B,-3.4B,-3.4B
EUR::sentix investor confidence::none,2008-04-07,16:30,4.1,0.0,0.4
EUR::german industrial production::m/m,2008-04-07,18:00,0.4%,0.0%,1.8%
CAD::building permits::m/m,2008-04-07,20:30,-1.0%,0.9%,-2.9%
USD::consumer credit::none,2008-04-08,03:00,5.20B,5.50B,6.90B
NZD::nzier business confidence::none,2008-04-08,06:00,-64,0,-26
AUD::nab business confidence::none,2008-04-08,09:30,-4,0,-2
JPY::economy watchers current index::none,2008-04-08,13:00,36.9,36.0,33.6
CAD::housing starts::none,2008-04-08,20:15,255.00K,225.00K,257.00K
USD::pending home sales::m/m,2008-04-08,22:00,-1.9%,-0.8%,0.0%
USD::fomc meeting minutes::none,2008-04-09,02:00,0.00,0.00,0.00
GBP::nationwide consumer confidence::none,2008-04-09,07:00,77,76,78
AUD::westpac consumer sentiment::none,2008-04-09,08:30,-1.30%,6.00%,-9.10%
JPY::boj interest rate decision::none,2008-04-09,13:00,0.50%,0.50%,0.50%
EUR::german trade balance::none,2008-04-09,14:00,16.9B,15.7B,17.1B
JPY::machine tool orders::y/y,2008-04-09,14:00,2.9%,0.0%,-0.5%
GBP::industrial production::m/m,2008-04-09,16:30,0.3%,0.1%,-0.1%
GBP::manufacturing production::m/m,2008-04-09,16:30,0.4%,0.0%,0.4%
EUR::gdp::q/q,2008-04-09,17:00,0.4%,0.4%,0.4%
GBP::brc shop price index::y/y,2008-04-09,17:30,1.1%,0.0%,1.3%
USD::fed chairman bernanke speaks::none,2008-04-09,21:30,0.00,0.00,0.00
USD::wholesale inventories::m/m,2008-04-09,22:00,1.1%,0.5%,0.8%
USD::crude oil inventories::none,2008-04-09,22:30,-3.100M,0.000M,7.300M
USD::fed's balance sheet::none,2008-04-10,04:30,893.03B,,883.71B
GBP::niesr gdp estimate::none,2008-04-10,07:00,0.5%,0.0%,0.5%
JPY::core machinery orders::m/m,2008-04-10,07:50,-12.7%,-14.0%,19.6%
JPY::adjusted current account::none,2008-04-10,07:50,1.04T,1.61T,2.07T
GBP::boe interest rate decision::none,2008-04-10,08:00,5.00%,,5.25%
NZD::business nz pmi::none,2008-04-10,08:00,48.3,,51.8
AUD::employment change::none,2008-04-10,09:30,14.8K,10.0K,36.7K
AUD::unemployment rate::none,2008-04-10,09:30,4.1%,4.1%,4.0%
EUR::french industrial production::m/m,2008-04-10,14:45,0.3%,0.2%,0.5%
EUR::italian industrial production::m/m,2008-04-10,16:00,-0.8%,-0.3%,1.3%
GBP::trade balance::none,2008-04-10,16:30,-7.5B,-7.6B,-7.5B
GBP::boe interest rate decision::none,2008-04-10,19:00,5.00%,5.00%,5.25%
EUR::ecb interest rate decision::none,2008-04-10,19:45,4.00%,4.00%,4.00%
CAD::trade balance::none,2008-04-10,20:30,4.9B,3.4B,3.3B
EUR::ecb president trichet speaks::none,2008-04-10,20:30,0.00,0.00,0.00
USD::initial jobless claims::none,2008-04-10,20:30,357K,365K,407K
USD::trade balance::none,2008-04-10,20:30,-62.3B,-57.7B,-58.2B
USD::fed chairman bernanke speaks::none,2008-04-11,01:00,0.00,0.00,0.00
JPY::ppi::y/y,2008-04-11,07:50,3.9%,3.4%,3.4%
CAD::new housing price index::m/m,2008-04-11,20:30,0.3%,0.4%,0.6%
USD::import price index::m/m,2008-04-11,20:30,2.8%,1.9%,0.2%
USD::michigan consumer sentiment::none,2008-04-11,22:00,63.2,69.0,69.5
USD::u.s. baker hughes oil rig count::none,2008-04-12,01:00,355,,362
AUD::cftc aud speculative net positions::none,2008-04-12,03:30,51.7K,,37.0K
CAD::cftc cad speculative net positions::none,2008-04-12,03:30,6.6K,,0.7K
CHF::cftc chf speculative net positions::none,2008-04-12,03:30,0.9K,,8.9K
EUR::cftc eur speculative net positions::none,2008-04-12,03:30,29.4K,,29.1K
GBP::cftc gbp speculative net positions::none,2008-04-12,03:30,-12.6K,,-2.8K
JPY::cftc jpy speculative net positions::none,2008-04-12,03:30,43.1K,,52.3K
MXN::cftc mxn speculative net positions::none,2008-04-12,03:30,115.4K,,120.9K
NZD::cftc nzd speculative net positions::none,2008-04-12,03:30,8.4K,,7.5K
USD::cftc silver speculative net positions::none,2008-04-12,03:30,39.9K,,41.3K
USD::cftc gold speculative net positions::none,2008-04-12,03:30,165.4K,,161.3K
USD::cftc crude oil speculative net positions::none,2008-04-12,04:30,57.2k,,37.7k
JPY::monetary policy meeting minutes::none,2008-04-14,07:50,0.00,0.00,0.00
AUD::home loans::m/m,2008-04-14,09:30,-5.9%,0.5%,2.3%
GBP::ppi output::m/m,2008-04-14,16:30,0.9%,0.5%,0.3%
GBP::ppi input::m/m,2008-04-14,16:30,1.8%,1.8%,1.7%
EUR::industrial production::m/m,2008-04-14,17:00,0.3%,0.2%,0.9%
CAD::new motor vehicle sales::m/m,2008-04-14,20:30,-3.2%,-1.5%,8.2%
USD::core retail sales::m/m,2008-04-14,20:30,0.1%,0.1%,-0.2%
USD::retail sales::m/m,2008-04-14,20:30,0.2%,0.0%,-0.6%
USD::business inventories::m/m,2008-04-14,22:00,0.6%,0.6%,0.8%
USD::fed governor warsh speaks::none,2008-04-15,03:15,0.00,0.00,0.00
EUR::ecb president trichet speaks::none,2008-04-15,05:30,0.00,0.00,0.00
NZD::fpi::m/m,2008-04-15,06:45,0.7%,0.0%,0.8%
NZD::cpi::q/q,2008-04-15,06:45,0.7%,0.9%,1.2%
GBP::brc retail sales monitor::y/y,2008-04-15,07:00,-1.6%,0.0%,1.5%
EUR::french cpi::m/m,2008-04-15,14:45,0.8%,0.5%,0.2%
GBP::cpi::y/y,2008-04-15,16:30,2.5%,2.6%,2.5%
GBP::core cpi::y/y,2008-04-15,16:30,1.2%,1.3%,1.2%
GBP::house price index::y/y,2008-04-15,16:30,6.7%,7.5%,8.0%
GBP::rpi::y/y,2008-04-15,16:30,3.8%,3.9%,4.1%
EUR::german zew economic sentiment::none,2008-04-15,17:00,-40.7,-30.0,-32.0
EUR::zew economic sentiment::none,2008-04-15,17:00,-44.8,-33.0,-35.0
USD::ppi::m/m,2008-04-15,20:30,1.1%,0.6%,0.3%
USD::core ppi::m/m,2008-04-15,20:30,0.2%,0.2%,0.5%
USD::ny empire state manufacturing index::none,2008-04-15,20:30,0.6,-17.0,-22.2
USD::tic net long - term transactions::none,2008-04-15,21:00,72.5B,60.0B,62.0B
ILS::cpi::y/y,2008-04-15,23:00,3.7%,,3.6%
USD::nahb housing market index::none,2008-04-16,01:00,20,20,20
AUD::mi leading index::m/m,2008-04-16,08:30,0.0%,0.0%,0.0%
EUR::german cpi::m/m,2008-04-16,14:00,0.5%,0.5%,0.5%
EUR::italian trade balance::none,2008-04-16,16:00,-0.40B,-1.50B,-4.20B
GBP::average earnings index +bonus::none,2008-04-16,16:30,3.7%,3.6%,3.7%
GBP::claimant count change::none,2008-04-16,16:30,-1.2K,-1.8K,-2.8K
GBP::unemployment rate::none,2008-04-16,16:30,5.2%,5.2%,5.2%
EUR::cpi::y/y,2008-04-16,17:00,3.6%,3.5%,3.3%
CAD::manufacturing sales::m/m,2008-04-16,20:30,1.60%,0.80%,1.30%
USD::cpi::m/m,2008-04-16,20:30,0.3%,0.3%,0.0%
USD::cpi::y/y,2008-04-16,20:30,4.0%,,4.0%
USD::core cpi::m/m,2008-04-16,20:30,0.2%,0.2%,0.0%
USD::building permits::none,2008-04-16,20:30,0.930M,0.970M,0.980M
USD::core cpi::y/y,2008-04-16,20:30,2.4%,,2.3%
USD::housing starts::none,2008-04-16,20:30,0.950M,1.010M,1.070M
USD::capacity utilization rate::none,2008-04-16,21:15,80.5%,80.3%,80.4%
USD::industrial production::m/m,2008-04-16,21:15,0.3%,-0.1%,-0.5%
USD::crude oil inventories::none,2008-04-16,22:30,-2.400M,0.000M,-3.100M
USD::beige book::none,2008-04-17,02:00,0.00,0.00,0.00
USD::fed's balance sheet::none,2008-04-17,04:30,881.90B,,893.03B
JPY::industrial production::m/m,2008-04-17,12:30,1.6%,-1.2%,-1.2%
CHF::retail sales::y/y,2008-04-17,15:15,7.6%,1.6%,1.3%
CHF::zew expectations::none,2008-04-17,17:00,-71.4,-60.0,-71.1
EUR::trade balance::none,2008-04-17,17:00,2.1B,-2.0B,-2.0B
CAD::cpi::m/m,2008-04-17,19:00,0.4%,0.5%,0.4%
CAD::core cpi::m/m,2008-04-17,19:00,0.2%,0.3%,0.5%
USD::initial jobless claims::none,2008-04-17,20:30,372K,375K,357K
USD::philadelphia fed manufacturing index::none,2008-04-17,22:00,-24.9,-15.0,-17.4
USD::us leading index::m/m,2008-04-17,23:00,0.1%,0.1%,-0.3%
AUD::import price index::q/q,2008-04-18,09:30,2.7%,0.5%,0.2%
AUD::rba bulletin::none,2008-04-18,09:30,0.00,0.00,0.00
JPY::household confidence::none,2008-04-18,13:00,36.7,35.5,36.1
EUR::german ppi::m/m,2008-04-18,14:00,0.7%,0.5%,0.7%
GBP::m4 money supply::m/m,2008-04-18,16:30,0.8%,0.5%,0.2%
GBP::public sector net borrowing::none,2008-04-18,16:30,10.2B,7.8B,2.7B
CAD::leading indicators::m/m,2008-04-18,20:30,0.0%,0.0%,-0.3%
CAD::wholesale sales::m/m,2008-04-18,20:30,-1.8%,0.5%,2.6%
USD::u.s. baker hughes oil rig count::none,2008-04-19,01:00,355,,355
AUD::cftc aud speculative net positions::none,2008-04-19,03:30,44.6K,,51.7K
CAD::cftc cad speculative net positions::none,2008-04-19,03:30,5.5K,,6.6K
CHF::cftc chf speculative net positions::none,2008-04-19,03:30,5.2K,,0.9K
EUR::cftc eur speculative net positions::none,2008-04-19,03:30,20.1K,,29.4K
GBP::cftc gbp speculative net positions::none,2008-04-19,03:30,-16.1K,,-12.6K
JPY::cftc jpy speculative net positions::none,2008-04-19,03:30,48.0K,,43.1K
MXN::cftc mxn speculative net positions::none,2008-04-19,03:30,114.9K,,115.4K
NZD::cftc nzd speculative net positions::none,2008-04-19,03:30,6.6K,,8.4K
USD::cftc silver speculative net positions::none,2008-04-19,03:30,40.5K,,39.9K
USD::cftc gold speculative net positions::none,2008-04-19,03:30,172.0K,,165.4K
USD::cftc crude oil speculative net positions::none,2008-04-19,04:30,63.5k,,57.2k
NZD::visitor arrivals::m/m,2008-04-21,06:45,-0.2%,0.0%,5.3%
GBP::rightmove house price index::m/m,2008-04-21,07:00,-0.1%,0.0%,0.8%
JPY::tertiary industry activity index::m/m,2008-04-21,07:50,-1.7%,0.0%,0.7%
AUD::new motor vehicle sales::m/m,2008-04-21,09:30,1.0%,0.0%,-2.3%
AUD::ppi::q/q,2008-04-21,09:30,1.9%,1.0%,0.6%
NZD::credit card spending::y/y,2008-04-21,11:00,3.5%,0.0%,8.0%
CHF::ppi::m/m,2008-04-21,15:15,0.6%,0.3%,0.2%
EUR::ecb president trichet speaks::none,2008-04-21,17:00,0.00,0.00,0.00
CAD::foreign securities purchases::none,2008-04-21,20:30,3.80B,1.50B,0.90B
USD::fed governor kroszner speaks::none,2008-04-22,01:30,,,
CHF::trade balance::none,2008-04-22,14:15,1.250B,0.750B,1.500B
CAD::boc interest rate decision::none,2008-04-22,21:00,3.00%,3.00%,3.50%
USD::existing home sales::none,2008-04-22,22:00,4.93M,4.90M,5.03M
USD::richmond manufacturing index::none,2008-04-22,22:00,0,3,6
JPY::adjusted trade balance::none,2008-04-23,07:50,0.77T,0.89T,0.60T
AUD::cpi::q/q,2008-04-23,09:30,1.3%,1.1%,0.9%
AUD::trimmed mean cpi::q/q,2008-04-23,09:30,1.2%,1.0%,1.0%
EUR::french consumer spending::m/m,2008-04-23,14:45,-1.7%,-0.2%,1.2%
EUR::italian retail sales::m/m,2008-04-23,16:00,0.3%,-0.1%,0.2%
GBP::boe mpc meeting minutes::none,2008-04-23,16:30,,,
GBP::gross mortgage approvals::none,2008-04-23,16:30,35.4K,0.0K,43.9K
EUR::industrial new orders::m/m,2008-04-23,17:00,0.6%,-0.3%,2.0%
CAD::core retail sales::m/m,2008-04-23,20:30,-0.3%,0.4%,1.3%
CAD::retail sales::m/m,2008-04-23,20:30,-0.7%,0.1%,1.5%
USD::crude oil inventories::none,2008-04-23,22:30,2.400M,0.000M,-2.400M
GBP::boe mpc member sentance speaks::none,2008-04-24,01:00,0.00,0.00,0.00
USD::fed's balance sheet::none,2008-04-24,04:30,885.78B,,881.90B
NZD::rbnz interest rate decision::none,2008-04-24,05:00,8.25%,8.25%,8.25%
JPY::all industries activity index::m/m,2008-04-24,07:50,-1.4%,-0.4%,0.0%
JPY::corporate services price index (cspi)::y/y,2008-04-24,07:50,0.4%,0.7%,0.7%
EUR::current account::none,2008-04-24,16:00,4.3B,0.0B,-10.6B
EUR::german ifo business climate index::none,2008-04-24,16:00,102.4,104.3,104.8
GBP::retail sales::m/m,2008-04-24,16:30,-0.4%,-0.2%,1.0%
GBP::cbi industrial trends orders::none,2008-04-24,18:00,-13,7,7
EUR::ecb president trichet speaks::none,2008-04-24,20:30,0.00,0.00,0.00
USD::durable goods orders::m/m,2008-04-24,20:30,-0.3%,0.0%,-1.1%
USD::initial jobless claims::none,2008-04-24,20:30,342K,375K,372K
USD::core durable goods orders::m/m,2008-04-24,20:30,1.5%,0.2%,-2.4%
USD::new home sales::none,2008-04-24,22:00,526K,580K,590K
JPY::national core cpi::y/y,2008-04-25,07:50,1.2%,1.2%,1.0%
JPY::tokyo core cpi::y/y,2008-04-25,07:50,0.7%,0.5%,0.6%
EUR::german import price index::m/m,2008-04-25,14:00,0.4%,0.5%,1.1%
CHF::snb chairman roth speaks::none,2008-04-25,16:00,0.00,0.00,0.00
EUR::m3 money supply::y/y,2008-04-25,16:00,10.3%,10.6%,11.3%
GBP::gdp::q/q,2008-04-25,16:30,0.4%,0.4%,0.6%
GBP::index of services::none,2008-04-25,16:30,0.3%,0.4%,0.5%
USD::michigan consumer sentiment::none,2008-04-25,22:00,62.6,63.3,63.2
USD::u.s. baker hughes oil rig count::none,2008-04-26,01:00,360,,355
AUD::cftc aud speculative net positions::none,2008-04-26,03:30,58.5K,,44.6K
CAD::cftc cad speculative net positions::none,2008-04-26,03:30,17.4K,,5.5K
CHF::cftc chf speculative net positions::none,2008-04-26,03:30,3.0K,,5.2K
EUR::cftc eur speculative net positions::none,2008-04-26,03:30,18.9K,,20.1K
GBP::cftc gbp speculative net positions::none,2008-04-26,03:30,4.7K,,-16.1K
JPY::cftc jpy speculative net positions::none,2008-04-26,03:30,35.1K,,48.0K
MXN::cftc mxn speculative net positions::none,2008-04-26,03:30,120.9K,,114.9K
NZD::cftc nzd speculative net positions::none,2008-04-26,03:30,7.9K,,6.6K
USD::cftc silver speculative net positions::none,2008-04-26,03:30,41.3K,,40.5K
USD::cftc gold speculative net positions::none,2008-04-26,03:30,167.6K,,172.0K
USD::cftc crude oil speculative net positions::none,2008-04-26,04:30,79.9k,,63.5k
JPY::large retailers' sales::m/m,2008-04-28,07:50,0.20%,0.00%,1.20%
JPY::retail sales::y/y,2008-04-28,07:50,1.1%,0.0%,3.2%
CHF::snb board member jordan speaks::none,2008-04-28,14:00,0.00,0.00,0.00
EUR::gfk german consumer climate::none,2008-04-28,14:00,5.9,4.6,4.6
EUR::ecb president trichet speaks::none,2008-04-28,15:00,0.00,0.00,0.00
NZD::trade balance::m/m,2008-04-29,06:45,-50M,400M,259M
AUD::nab business confidence::none,2008-04-29,09:30,-4,0,6
CHF::consumption indicator::none,2008-04-29,16:00,2.29,0.00,2.32
GBP::m4 money supply::m/m,2008-04-29,16:30,0.8%,0.0%,0.8%
GBP::mortgage approvals::none,2008-04-29,16:30,64K,65K,73K
GBP::net lending to individuals::none,2008-04-29,16:30,8.1B,8.4B,9.8B
GBP::cbi distributive trades survey::none,2008-04-29,18:00,-26,-3,1
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2008-04-29,21:00,-12.7%,-12.1%,-10.7%
USD::cb consumer confidence::none,2008-04-29,22:00,62.3,61.5,64.5
GBP::boe mpc member blanchflower speaks::none,2008-04-30,01:00,0.00,0.00,0.00
NZD::building consents::m/m,2008-04-30,06:45,-9.1%,0.0%,-6.5%
GBP::gfk consumer confidence::none,2008-04-30,07:00,-24,-20,-19
JPY::unemployment rate::none,2008-04-30,07:30,3.8%,3.9%,3.9%
JPY::household spending::y/y,2008-04-30,07:30,-1.6%,0.4%,0.0%
JPY::industrial production::m/m,2008-04-30,07:50,-3.1%,-0.7%,1.6%
JPY::boj interest rate decision::none,2008-04-30,08:00,0.50%,0.50%,0.50%
NZD::anz business confidence::none,2008-04-30,11:00,-54.80,0.00,-57.90
JPY::housing starts::y/y,2008-04-30,13:00,-15.6%,-6.5%,-5.0%
EUR::german unemployment rate::none,2008-04-30,15:55,7.9%,7.8%,7.8%
EUR::cpi::y/y,2008-04-30,17:00,3.3%,3.4%,3.5%
EUR::consumer confidence::none,2008-04-30,17:00,-12.0,-13.0,-12.0
EUR::italian cpi::m/m,2008-04-30,17:00,0.1%,0.3%,0.5%
EUR::unemployment rate::none,2008-04-30,17:00,7.1%,7.1%,7.1%
EUR::ecb president trichet speaks::none,2008-04-30,19:55,0.00,0.00,0.00
USD::adp nonfarm employment change::none,2008-04-30,20:15,10K,-60K,8K
CAD::ippi::m/m,2008-04-30,20:30,1.7%,0.9%,0.1%
CAD::gdp::m/m,2008-04-30,20:30,-0.2%,0.2%,0.6%
CAD::rmpi::m/m,2008-04-30,20:30,6.6%,1.9%,0.5%
USD::gdp::q/q,2008-04-30,20:30,0.6%,0.2%,0.6%
USD::employment cost index::q/q,2008-04-30,20:30,0.7%,0.8%,0.8%
USD::gdp price index::q/q,2008-04-30,20:30,0.0%,3.0%,2.6%
USD::crude oil inventories::none,2008-04-30,22:30,3.800M,0.000M,2.400M
USD::chicago pmi::none,2008-04-30,22:45,48.3,47.5,48.2
USD::fed interest rate decision::none,2008-05-01,02:15,2.00%,2.00%,2.25%
USD::fed's balance sheet::none,2008-05-01,04:30,888.13B,,885.78B
AUD::aig manufacturing index::none,2008-05-01,07:30,52.7,0.0,51.2
AUD::building approvals::m/m,2008-05-01,09:30,-5.7%,-0.4%,0.1%
JPY::average cash earnings::y/y,2008-05-01,09:30,1.2%,1.2%,1.5%
CAD::budget balance::none,2008-05-01,17:00,-1.08B,,-1.20B
CAD::budget balance::y/y,2008-05-01,17:00,-0.86B,,11.43B
CAD::cpi::y/y,2008-05-01,17:00,1.70%,,1.40%
CAD::exports::none,2008-05-01,17:00,40.86B,,40.13B
CAD::foreign securities purchases by canadians::none,2008-05-01,17:00,6.04B,,-3.23B
CAD::full employment change::none,2008-05-01,17:00,17.80K,,-31.50K
CAD::ippi::y/y,2008-05-01,17:00,1.50%,,0.00%
CAD::imports::none,2008-05-01,17:00,35.88B,,34.41B
CAD::ivey pmi n.s.a::none,2008-05-01,17:00,57.60,,59.00
CAD::part time employment change::none,2008-05-01,17:00,1.90K,,16.10K
CAD::participation rate::none,2008-05-01,17:00,67.70%,,67.70%
CAD::rmpi::y/y,2008-05-01,17:00,23.00%,,20.80%
CAD::core cpi::y/y,2008-05-01,17:00,1.50%,,1.30%
CHF::cpi::y/y,2008-05-01,17:00,2.30%,,2.60%
CHF::ppi::y/y,2008-05-01,17:00,3.60%,,3.90%
CHF::unemployment rate n.s.a.::none,2008-05-01,17:00,2.60%,,2.60%
CHF::kof leading indicators::none,2008-05-01,17:00,80.00,,89.90
EUR::italian business confidence::none,2008-05-01,17:00,102.10,,105.40
EUR::italian cpi::y/y,2008-05-01,17:00,3.30%,,3.30%
EUR::italian consumer confidence::none,2008-05-01,17:00,93.50,,92.40
EUR::italian hicp::m/m,2008-05-01,17:00,0.60%,,1.60%
EUR::italian hicp::y/y,2008-05-01,17:00,3.60%,,3.60%
EUR::italian industrial new orders::m/m,2008-05-01,17:00,0.08%,,-4.84%
EUR::italian industrial new orders::y/y,2008-05-01,17:00,8.89%,,-5.15%
EUR::italian industrial production::y/y,2008-05-01,17:00,3.80%,,0.60%
EUR::italian industrial sales::m/m,2008-05-01,17:00,1.04%,,-1.46%
EUR::italian industrial sales::y/y,2008-05-01,17:00,13.91%,,-2.96%
EUR::italian monthly unemployment rate::none,2008-05-01,17:00,6.80%,,6.30%
EUR::italian ppi::m/m,2008-05-01,17:00,0.30%,,0.60%
EUR::italian ppi::y/y,2008-05-01,17:00,5.50%,,5.80%
EUR::italian retail sales::y/y,2008-05-01,17:00,0.21%,,-0.10%
EUR::italian trade balance eu::none,2008-05-01,17:00,1.37B,,0.97B
EUR::italian trade balance non - eu::none,2008-05-01,17:00,-1.99B,,-1.40B
EUR::italian wage inflation::m/m,2008-05-01,17:00,0.00%,,0.00%
EUR::italian wage inflation::y/y,2008-05-01,17:00,2.70%,,3.00%
GBP::average earnings ex bonus::none,2008-05-01,17:00,4.40%,,4.10%
GBP::boe consumer credit::none,2008-05-01,17:00,0.55B,,0.86B
GBP::core ppi output::m/m,2008-05-01,17:00,0.30%,,0.40%
GBP::core ppi output::y/y,2008-05-01,17:00,2.60%,,2.20%
GBP::core rpi::m/m,2008-05-01,17:00,0.90%,,0.50%
GBP::core rpi::y/y,2008-05-01,17:00,4.00%,,3.50%
GBP::industrial production::y/y,2008-05-01,17:00,0.50%,,-1.30%
GBP::manufacturing production::y/y,2008-05-01,17:00,-0.40%,,-0.80%
GBP::mortgage lending::none,2008-05-01,17:00,4.96B,,5.68B
GBP::ppi input::y/y,2008-05-01,17:00,25.90%,,21.80%
GBP::ppi output::y/y,2008-05-01,17:00,6.50%,,5.90%
GBP::public sector net cash requirement::none,2008-05-01,17:00,-2.54B,,12.09B
GBP::rpi::m/m,2008-05-01,17:00,0.90%,,0.30%
GBP::cpi::m/m,2008-05-01,17:00,0.80%,,0.40%
GBP::core retail sales::m/m,2008-05-01,17:00,-0.50%,,-2.30%
GBP::core retail sales::y/y,2008-05-01,17:00,0.70%,,1.60%
GBP::halifax house price index::y/y,2008-05-01,17:00,-0.90%,,1.10%
GBP::nationwide hpi::y/y,2008-05-01,17:00,-1.00%,,1.10%
GBP::retail sales::y/y,2008-05-01,17:00,4.20%,,4.60%
GBP::trade balance non - eu::none,2008-05-01,17:00,-4.53B,,-5.06B
INR::bank loan growth::none,2008-05-01,17:00,23.01%,,22.10%
INR::cash reserve ratio::none,2008-05-01,17:00,7.53%,,7.50%
INR::deposit growth::none,2008-05-01,17:00,23.20%,,22.71%
INR::exports (usd)::none,2008-05-01,17:00,18.46B,,17.25B
"INR::fx reserves, usd::none",2008-05-01,17:00,312.50B,,311.89B
INR::federal fiscal deficit::none,2008-05-01,17:00,329.39B,,"1,269.12B"
KRW::cpi::m/m,2008-05-01,17:00,0.60%,,0.90%
KRW::cpi::y/y,2008-05-01,17:00,4.10%,,3.90%
KRW::current account::none,2008-05-01,17:00,0.74B,,0.83B
KRW::export price index::y/y,2008-05-01,17:00,15.70%,,13.40%
KRW::exports::y/y,2008-05-01,17:00,26.40%,,18.40%
KRW::fx reserves - usd::none,2008-05-01,17:00,260.48B,,264.25B
KRW::import price index::y/y,2008-05-01,17:00,31.30%,,28.00%
KRW::imports::y/y,2008-05-01,17:00,29.30%,,26.70%
KRW::industrial production::m/m,2008-05-01,17:00,0.70%,,-0.90%
KRW::industrial production::y/y,2008-05-01,17:00,11.20%,,10.80%
KRW::interest rate decision::none,2008-05-01,17:00,5.00%,,5.00%
KRW::m2 money supply::none,2008-05-01,17:00,14.50%,,12.50%
KRW::manufacturing bsi index::none,2008-05-01,17:00,86.00,,89.00
KRW::ppi::m/m,2008-05-01,17:00,2.10%,,1.30%
